中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,10 ms,498 Mbps,63795 kB/s
34.82.76.253,443,34.127.99.199,US,Seattle,隧道,52 ms,484 Mbps,61952 kB/s
47.253.152.99,443,47.253.152.99,US,Ashburn,中转,46 ms,25 Mbps,3289 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,22 ms,936 Mbps,119808 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,61 ms,48 Mbps,6243 kB/s
35.197.23.75,443,35.212.201.120,US,Seattle,隧道,59 ms,500 Mbps,64000 kB/s
35.230.79.26,443,35.212.201.120,US,Seattle,隧道,56 ms,500 Mbps,64000 kB/s
141.147.111.50,443,2606:f240:f00:6acf:0:fea8:6318:f823,US,Frankfurt,隧道,115 ms,208 Mbps,26726 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,58 ms,1 Mbps,245 kB/s
152.67.133.84,443,2a0b:21c0:100a:1b2:0:bf98:f34b:50f8,DE,Frankfurt,隧道,112 ms,193 Mbps,24780 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,47 ms,362 Mbps,46387 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,15 ms,7 Mbps,948 kB/s
141.147.51.64,443,98.98.156.30,DE,Frankfurt,隧道,111 ms,176 Mbps,22528 kB/s
47.253.192.14,443,47.253.192.14,US,Ashburn,中转,26 ms,13 Mbps,1789 kB/s
192.18.159.129,443,192.18.159.129,CA,Toronto,中转,41 ms,73 Mbps,9378 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,84 ms,117 Mbps,15052 kB/s
130.61.23.77,443,130.61.23.77,,Frankfurt,中转,0 ms,164 Mbps,21094 kB/s
192.18.134.231,443,192.18.134.231,US,San Jose,中转,65 ms,396 Mbps,50790 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,113 ms,226 Mbps,28979 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,110 ms,210 Mbps,26931 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,53 ms,513 Mbps,65740 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,191 ms,38 Mbps,4935 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,111 ms,44 Mbps,5717 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,54 ms,548 Mbps,70144 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,86 ms,166 Mbps,21299 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,102 ms,25 Mbps,3284 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,113 ms,48 Mbps,6154 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,36 ms,693 Mbps,88780 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,85 ms,424 Mbps,54374 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,114 ms,28 Mbps,3588 kB/s
138.3.240.63,443,138.3.240.63,DE,Frankfurt,中转,126 ms,46 Mbps,5953 kB/s
8.219.181.189,443,8.222.207.55,SG,Singapore,隧道,230 ms,69 Mbps,8872 kB/s
168.138.90.241,443,168.138.90.241,CA,Toronto,中转,42 ms,58 Mbps,7512 kB/s
141.144.202.168,443,2a0b:21c0:1007:ca:0:e8fb:bb3d:f4d3,DE,Frankfurt,隧道,108 ms,188 Mbps,24166 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,67 ms,547 Mbps,70041 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,24 ms,102 Mbps,13107 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,188 ms,104 Mbps,13312 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,121 ms,218 Mbps,27955 kB/s
130.61.169.24,443,130.61.169.24,DE,Frankfurt,中转,174 ms,156 Mbps,19968 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,52 ms,0 Mbps,58 kB/s
144.24.73.232,443,144.24.73.232,KR,Seoul,中转,168 ms,38 Mbps,4916 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,128 ms,57 Mbps,7388 kB/s
144.24.90.107,443,2603:c024:4:da6e:29b:6c99:385b:c051,KR,Seoul,隧道,200 ms,37 Mbps,4836 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,163 ms,162 Mbps,20787 kB/s
152.70.53.129,443,163.123.193.4,DE,Frankfurt,隧道,119 ms,196 Mbps,25088 kB/s
152.67.203.34,443,104.28.207.57,KR,Seoul,隧道,199 ms,90 Mbps,11571 kB/s
152.70.214.15,443,2603:c021:c000:ba8c:5a47:c0e5:b682:31cb,BR,S
