中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.230.79.26,443,34.82.236.30,US,Seattle,隧道,67 ms,295 Mbps,37785 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,74 ms,232 Mbps,29798 kB/s
129.146.7.98,443,2a09:bac5:60ee:1846::26b:7c,US,Los Angeles,隧道,65 ms,59 Mbps,7658 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,22 ms,572 Mbps,73216 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,81 ms,293 Mbps,37580 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,64 ms,8 Mbps,1092 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,86 ms,568 Mbps,72806 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,93 ms,192 Mbps,24678 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,126 ms,63 Mbps,8144 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,88 ms,44 Mbps,5672 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,85 ms,44 Mbps,5735 kB/s
192.9.138.241,443,192.9.138.241,,San Jose,中转,0 ms,292 Mbps,37478 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,26 ms,72 Mbps,9264 kB/s
129.80.222.224,443,129.80.222.224,US,Ashburn,中转,47 ms,156 Mbps,20070 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,84 ms,609 Mbps,78028 kB/s
47.253.100.59,443,47.253.100.59,US,Ashburn,中转,120 ms,313 Mbps,40140 kB/s
143.47.188.53,443,2a0b:21c0:100a:1b3:0:da1f:ad9d:4daf,DE,Frankfurt,隧道,93 ms,236 Mbps,30310 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,70 ms,262 Mbps,33587 kB/s
144.24.180.180,443,2a0b:21c0:1007:1ca:0:8525:fc13:3dff,DE,Frankfurt,隧道,97 ms,229 Mbps,29388 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,86 ms,54 Mbps,6932 kB/s
129.146.168.102,443,104.28.205.110,US,Los Angeles,隧道,67 ms,42 Mbps,5445 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,68 ms,277 Mbps,35532 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,160 ms,111 Mbps,14233 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,95 ms,220 Mbps,28262 kB/s
141.148.234.216,443,2a0b:21c0:100a:1b0:0:6272:95ec:333d,DE,Frankfurt,隧道,91 ms,221 Mbps,28364 kB/s
193.123.186.132,443,163.123.193.8,DE,Frankfurt,隧道,93 ms,216 Mbps,27648 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,71 ms,350 Mbps,44851 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,94 ms,221 Mbps,28364 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,85 ms,239 Mbps,30617 kB/s
152.70.54.89,443,2606:f240:f00:5a42:0:7314:2338:5e0,US,Frankfurt,隧道,99 ms,204 Mbps,26112 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,98 ms,202 Mbps,25907 kB/s
192.18.134.22,443,192.18.134.22,US,San Jose,中转,102 ms,311 Mbps,39833 kB/s
141.144.195.117,443,2606:f240:f00:83a7:0:f193:f420:12c4,US,Frankfurt,隧道,119 ms,212 Mbps,27238 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,93 ms,44 Mbps,5716 kB/s
144.24.83.39,443,144.24.83.39,KR,Seoul,中转,183 ms,79 Mbps,10137 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,184 ms,171 Mbps,21913 kB/s
140.238.60.225,443,140.238.60.225,JP,Tokyo,中转,212 ms,59 Mbps,7613 kB/s
144.24.178.230,443,98.98.166.202,US,Frankfurt,隧道,130 ms,205 Mbps,26316 kB/s
138.2.123.70,443,138.2.123.70,KR,Seoul,中转,183 ms,76 Mbps,9855 kB/s
35.197.23.75,443,34.82.236.30,US,Seattle,隧道,96 ms,292 Mbps,37478 kB/s
152.67.222.167,443,152.67.222.167,KR,Seoul,中转,175 ms,43 Mbps,5583 kB/s
158.101.151.41,443,158.101.151.41,JP,Tokyo,中转,221 ms,39 Mbps,5049 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,68 ms,344 Mbps,44134 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,115 ms,223 Mbps,28569 kB/s
152.67.203.34,443,104.28.207.57,KR,Seoul,隧道,183 ms,90 Mbps,11571 kB/s
141.147.29.24,443,2a0b:21c0:1007:c8:0:a708:b48:adb4,DE,Frankfurt,隧道,96 ms,223 Mbps,28569 kB/s
141.147.147.180,443,141.147.147.180,JP,Osaka,中转,212 ms,35 Mbps,4500 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,194 ms,47 Mbps,6079 kB/s
130.162.144.191,443,2a09:bac1:3f40:90::299:f,KR,Seoul,隧道,198 ms,22 Mbps,2932 kB/s
144.24.78.162,443,144.24.78.162,KR,Seoul,中转,216 ms,63 Mbps,8180 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,200 ms,90 Mbps,11571 kB/s
192.9.158.188,443,2a09:bac1:7680:1cf0::4:278,US,San Jose,隧道,126 ms,164 Mbps,21094 kB/s
141.148.220.141,443,2a09:bac1:36c0:18::2a7:69,IN,Mumbai,隧道,250 ms,36 Mbps,4608 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,218 ms,62 Mbps,8030 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,224 ms,2 Mbps,285 kB/s
146.56.101.141,443,146.56.101.141,KR,Seoul,中转,179 ms,37 Mbps,4767 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,180 ms,80 Mbps,10342 kB/s
138.3.210.24,443,2603:c021:800d:a344:0:1::,JP,Tokyo,隧道,218 ms,57 Mbps,7387 kB/s
8.219.136.194,443,8.222.210.246,SG,Singapore,隧道,250 ms,51 Mbps,6565 kB/s
193.123.235.59,443,193.123.235.59,KR,Seoul,中转,197 ms,69 Mbps,8909 kB/s
8.220.204.23,443,8.220.204.23,KR,Seoul,中转,225 ms,84 Mbps,10854 kB/s
8.219.7.70,443,8.222.222.65,SG,Singapore,隧道,250 ms,48 Mbps,6170 kB/s
8.222.165.104,443,8.222.165.104,SG,Singapore,中转,250 ms,0 Mbps,86 kB/s
