中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.197.23.75,443,35.212.185.117,US,Seattle,隧道,55 ms,450 Mbps,57651 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,23 ms,629 Mbps,80588 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,15 ms,744 Mbps,95232 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,18 ms,686 Mbps,87859 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,59 ms,501 Mbps,64204 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,18 ms,70 Mbps,9081 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,33 ms,61 Mbps,7890 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,110 ms,167 Mbps,21401 kB/s
192.9.139.160,443,192.9.139.160,US,Los Angeles,中转,51 ms,412 Mbps,52736 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,55 ms,518 Mbps,66355 kB/s
35.230.79.26,443,35.212.185.117,US,Seattle,隧道,55 ms,489 Mbps,62668 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,116 ms,49 Mbps,6397 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,73 ms,81 Mbps,10444 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,59 ms,310 Mbps,39731 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,68 ms,392 Mbps,50278 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,114 ms,36 Mbps,4682 kB/s
192.18.130.65,443,192.18.130.65,US,Los Angeles,中转,49 ms,460 Mbps,58880 kB/s
47.90.141.204,443,91.149.239.70,US,Los Angeles,隧道,20 ms,37 Mbps,4819 kB/s
141.144.204.88,443,98.98.166.170,US,Frankfurt,隧道,109 ms,211 Mbps,27033 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,122 ms,44 Mbps,5657 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,109 ms,212 Mbps,27136 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,118 ms,23 Mbps,2980 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,161 ms,143 Mbps,18329 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,52 ms,52 Mbps,6761 kB/s
168.138.149.17,443,168.138.149.17,BR,S
