中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
43.153.103.203,443,43.153.103.203,US,San Jose,中转,21 ms,1568 Mbps,200704 kB/s
192.9.138.241,443,192.9.138.241,,San Jose,中转,0 ms,1104 Mbps,141312 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,54 ms,416 Mbps,53350 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,56 ms,1512 Mbps,193536 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,29 ms,295 Mbps,37785 kB/s
35.197.23.75,443,34.169.47.4,US,Seattle,隧道,30 ms,824 Mbps,105472 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,33 ms,1296 Mbps,165888 kB/s
47.89.151.17,443,47.89.151.17,US,Ashburn,中转,74 ms,42 Mbps,5437 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,19 ms,673 Mbps,86220 kB/s
129.146.60.210,443,129.146.60.210,US,Los Angeles,中转,45 ms,472 Mbps,60518 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,60 ms,361 Mbps,46284 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,29 ms,440 Mbps,56320 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,61 ms,351 Mbps,44953 kB/s
35.230.79.26,443,34.169.47.4,US,Seattle,隧道,24 ms,920 Mbps,117760 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,148 ms,683 Mbps,87449 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,41 ms,468 Mbps,60006 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,33 ms,648 Mbps,82944 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,156 ms,848 Mbps,108544 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,34 ms,168 Mbps,21504 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,19 ms,47 Mbps,6110 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,49 ms,1352 Mbps,173056 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,72 ms,157 Mbps,20172 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,145 ms,132 Mbps,16998 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,34 ms,304 Mbps,39014 kB/s
132.226.31.178,443,2a09:bac5:60ec:183c::26a:2b,US,Los Angeles,隧道,71 ms,54 Mbps,6987 kB/s
129.154.59.99,443,129.154.59.99,KR,Seoul,中转,130 ms,38 Mbps,4953 kB/s
132.145.152.194,443,132.145.152.194,US,Ashburn,中转,83 ms,88 Mbps,11366 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,170 ms,3 Mbps,392 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,152 ms,47 Mbps,6083 kB/s
138.2.56.246,443,138.2.56.246,JP,Osaka,中转,154 ms,90 Mbps,11571 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,152 ms,114 Mbps,14643 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,149 ms,15 Mbps,1974 kB/s
130.162.143.219,443,130.162.143.219,KR,Seoul,中转,134 ms,49 Mbps,6295 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,152 ms,6 Mbps,891 kB/s
143.47.246.198,443,2a0b:21c0:100a:1fa:0:932c:ac4f:ea9a,DE,Frankfurt,隧道,150 ms,123 Mbps,15769 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,154 ms,115 Mbps,14745 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,150 ms,43 Mbps,5513 kB/s
152.67.203.34,443,104.28.207.57,KR,Seoul,隧道,130 ms,142 Mbps,18227 kB/s
152.67.78.184,443,152.67.78.184,CH,Zurich,中转,166 ms,34 Mbps,4368 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,165 ms,117 Mbps,15052 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,151 ms,117 Mbps,15052 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,207 ms,110 Mbps,14131 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,132 ms,132 Mbps,16896 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,154 ms,109 Mbps,14028 kB/s
144.24.90.107,443,2603:c024:4:da6e:29b:6c99:385b:c051,KR,Seoul,隧道,132 ms,36 Mbps,4680 kB/s
152.70.49.115,443,152.70.49.115,NL,Amsterdam,中转,150 ms,37 Mbps,4840 kB/s
140.238.212.95,443,140.238.212.95,CH,Frankfurt,中转,166 ms,36 Mbps,4615 kB/s
155.248.184.2,443,155.248.184.2,JP,Tokyo,中转,160 ms,34 Mbps,4461 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,140 ms,42 Mbps,5437 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,160 ms,99 Mbps,12697 kB/s
130.162.228.90,443,130.162.228.90,DE,Frankfurt,中转,161 ms,47 Mbps,6038 kB/s
152.67.44.30,443,152.67.44.30,BR,S
