中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.154.46.115,443,104.28.201.82,IN,Hyderabad,隧道,212 ms,28 Mbps,3645 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,33 ms,657 Mbps,84172 kB/s
158.101.24.17,443,158.101.24.17,US,Los Angeles,中转,68 ms,48 Mbps,6170 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,101 ms,328 Mbps,41984 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,83 ms,130 Mbps,16691 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,74 ms,275 Mbps,35225 kB/s
129.146.46.164,443,129.146.46.164,US,283 Mbps,36249 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,73 ms,46 Mbps,5958 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,18 ms,736 Mbps,94310 kB/s
192.9.138.241,443,192.9.138.241,260 Mbps,33280 kB/s
192.9.138.241,,,隧道,0 ms,null Mbps,null kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,72 ms,295 Mbps,37785 kB/s
138.2.234.77,443,138.2.234.77,US,San Jose,中转,73 ms,45 Mbps,5873 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,93 ms,207 Mbps,26521 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,21 ms,578 Mbps,74035 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,93 ms,240 Mbps,30822 kB/s
158.101.214.219,443,2606:f240:f00:6acf:0:703b:cfcb:dfd5,US,Frankfurt,隧道,146 ms,244 Mbps,31232 kB/s
129.80.116.250,443,2603:c020:4008:16ca:19e9:40f5:b8a0:c008,US,Ashburn,隧道,15 ms,696 Mbps,89088 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,24 ms,763 Mbps,97689 kB/s
47.90.228.243,443,47.90.228.243,US,Ashburn,中转,75 ms,39 Mbps,5086 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,84 ms,270 Mbps,34611 kB/s
47.88.93.96,443,47.251.149.48,US,San Jose,隧道,69 ms,3 Mbps,487 kB/s
47.89.151.17,443,47.89.151.17,US,Ashburn,中转,150 ms,36 Mbps,4695 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,93 ms,232 Mbps,29798 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,87 ms,246 Mbps,31539 kB/s
193.123.38.208,443,2a0b:21c0:100a:1b7:0:ceb5:594d:6988,DE,Frankfurt,隧道,89 ms,129 Mbps,16588 kB/s
35.197.23.75,443,35.185.254.49,US,Seattle,隧道,72 ms,298 Mbps,38195 kB/s
35.230.79.26,443,35.185.254.49,US,Seattle,隧道,76 ms,305 Mbps,39116 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,136 ms,240 Mbps,30720 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,73 ms,323 Mbps,41369 kB/s
146.56.161.229,443,146.56.161.229,KR,Seoul,中转,200 ms,70 Mbps,9008 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,85 ms,224 Mbps,28672 kB/s
138.3.254.39,443,138.3.254.39,,colo.txt:Frankfurt,中转,0 ms,211 Mbps,27033 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,91 ms,35 Mbps,4584 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,54 ms,0 Mbps,105 kB/s
152.67.78.184,443,152.67.78.184,CH,Zurich,中转,100 ms,43 Mbps,5541 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,104 ms,209 Mbps,26828 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,64 ms,42 Mbps,5496 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,83 ms,42 Mbps,5421 kB/s
143.47.227.26,443,2a0b:21c0:100a:1b0:0:5f3f:f86d:d50f,DE,Frankfurt,隧道,93 ms,114 Mbps,14643 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,77 ms,277 Mbps,35532 kB/s
