中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
3.144.191.4,443,3.144.191.4,US,Chicago,中转,14 ms,559 Mbps,71577 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,18 ms,968 Mbps,123904 kB/s
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,45 ms,46 Mbps,5976 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,74 ms,478 Mbps,61235 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,21 ms,74 Mbps,9542 kB/s
35.197.23.75,443,35.212.152.202,US,Seattle,隧道,53 ms,479 Mbps,61337 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,53 ms,456 Mbps,58368 kB/s
35.230.79.26,443,35.212.152.202,US,Seattle,隧道,61 ms,476 Mbps,61030 kB/s
34.82.76.253,443,34.127.99.199,US,Seattle,隧道,65 ms,483 Mbps,61849 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,20 ms,39 Mbps,4993 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,144 ms,171 Mbps,21913 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,75 ms,424 Mbps,54374 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,20 ms,54 Mbps,6932 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,10 ms,488 Mbps,62464 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,68 ms,573 Mbps,73420 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,74 ms,315 Mbps,40345 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,103 ms,47 Mbps,6066 kB/s
152.70.214.15,443,2603:c021:c000:ba8c:5a47:c0e5:b682:31cb,BR,S
